measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,4,"Southeast Asia, East Asia, and Oceania",3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,61.51207368746888,90.69513454902663,38.690806393405545
1,Deaths,4,"Southeast Asia, East Asia, and Oceania",3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1384.0555354260432,1492.9505187443574,1278.6086685299533
1,Deaths,4,"Southeast Asia, East Asia, and Oceania",3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,74.30888648423337,82.53639945692866,66.63318596613904
1,Deaths,4,"Southeast Asia, East Asia, and Oceania",3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,437.53823486366974,483.42845918252334,392.57411685787406
1,Deaths,166,Sub-Saharan Africa,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,106.71680766097545,119.22202390226838,93.12365579297077
1,Deaths,4,"Southeast Asia, East Asia, and Oceania",3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,179.4024277244487,208.48223742918438,155.49855283365642
1,Deaths,103,Latin America and Caribbean,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1068.649539768693,1088.360890414358,1049.6653607109024
1,Deaths,103,Latin America and Caribbean,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,60.97618845368858,66.21421425000574,55.820468819649996
1,Deaths,103,Latin America and Caribbean,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,84.29537600393647,88.64949771222935,79.647364644231
1,Deaths,166,Sub-Saharan Africa,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1835.2644728467344,1940.281051918898,1719.34775101798
1,Deaths,103,Latin America and Caribbean,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,331.19158097183623,341.02909159802493,313.70200403355796
1,Deaths,166,Sub-Saharan Africa,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,347.3309065085999,380.48106007982756,311.3860655738659
1,Deaths,137,North Africa and Middle East,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1353.4186295576658,1422.2680068800928,1288.0873748997387
1,Deaths,137,North Africa and Middle East,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,45.692339613442805,55.45861329981525,36.35657588749044
1,Deaths,137,North Africa and Middle East,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,83.60443764273273,99.4497805547881,74.01926929311404
1,Deaths,103,Latin America and Caribbean,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,126.82661106301987,130.44911805639626,121.86821967614831
1,Deaths,137,North Africa and Middle East,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,545.7872325293803,585.2340775749018,490.99509236814174
1,Deaths,137,North Africa and Middle East,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,97.38918896611511,108.49681998592592,87.39596679098892
1,Deaths,478,World Bank Regions,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,81.57003858752401,105.48790051443169,63.784783357491804
1,Deaths,478,World Bank Regions,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,78.01737506958231,86.34495219861094,70.76002080566185
1,Deaths,478,World Bank Regions,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1273.3492434724465,1311.7486507115789,1238.5340209166409
1,Deaths,478,World Bank Regions,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,152.9710953630833,161.6988401098436,144.79983187166368
1,Deaths,479,WHO region,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1274.9122413407322,1313.4570170568031,1239.9603344077248
1,Deaths,479,WHO region,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,78.1341818900202,86.4992156869423,70.84596423734622
1,Deaths,478,World Bank Regions,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,416.0112280804802,433.171812807168,390.4835840399139
1,Deaths,479,WHO region,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,153.10444997400688,161.8682815609082,144.9091548983234
1,Deaths,479,WHO region,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,81.85945468032611,105.86551127751655,64.00883613056922
1,Deaths,479,WHO region,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,416.29542742541855,433.4883840949242,390.70629617865285
1,Deaths,64,High-income,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,793.9470142990001,795.3306676265049,792.6158178777807
1,Deaths,64,High-income,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,1.38533000324395,1.4688018671892615,1.30313829740608
1,Deaths,64,High-income,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,28.34308632346179,29.46106364941792,26.129359701374163
1,Deaths,64,High-income,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,172.391522653821,176.21935589680967,165.50980807269593
1,Deaths,31,"Central Europe, Eastern Europe, and Central Asia",3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,5.505728880450121,6.06340810923747,4.871418263191424
1,Deaths,31,"Central Europe, Eastern Europe, and Central Asia",3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,42.6631252882973,44.5101297288428,40.67211075439537
1,Deaths,44634,High-middle SDI,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,10.818319921030144,13.211488427075475,8.602230598821388
1,Deaths,44634,High-middle SDI,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,42.150839405489826,45.477183639471235,38.980980538202786
1,Deaths,31,"Central Europe, Eastern Europe, and Central Asia",3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,153.18908380017507,156.24191626611528,149.91005029663856
1,Deaths,158,South Asia,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1981,75.14066391350141,83.40450215963784,65.73100608533447
1,Deaths,4743,European Union,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,864.2060345602317,865.9815808489707,862.6285605464885
1,Deaths,64,High-income,3,Both,27,Age-standardized,294,All causes,3,Rate,1981,776.1218761002608,777.4414394915881,774.8631967456264
1,Deaths,64,High-income,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1981,1.2435687653905836,1.319540073124213,1.1642686448277195
1,Deaths,64,High-income,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1981,27.665636120367566,28.790287909054936,25.465640985844804
1,Deaths,31,"Central Europe, Eastern Europe, and Central Asia",3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1981,5.486641671656567,6.014157084635756,4.932941565123044
1,Deaths,31,"Central Europe, Eastern Europe, and Central Asia",3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1981,42.0540397942686,43.82096102697433,40.2582523281552
1,Deaths,44587,African Union,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,98.650336507233,109.52245147273888,87.49831789812602
1,Deaths,158,South Asia,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1605.5972304390716,1661.9026690332428,1549.95570145689
1,Deaths,158,South Asia,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,291.85200037454086,403.3543439173204,216.66422504855316
1,Deaths,158,South Asia,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,97.14442586965875,109.93553850484675,84.40035759642332
1,Deaths,4743,European Union,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,1.1448733426762063,1.1965511606977068,1.083143529176507
1,Deaths,4743,European Union,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,404.8138890652023,417.86861435080414,378.0328576313461
1,Deaths,158,South Asia,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,313.3548627554523,341.783689022018,280.5528564287488
1,Deaths,44634,High-middle SDI,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,174.93905417125305,188.49153178203565,162.90771447522079
1,Deaths,158,South Asia,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,75.855460882997,83.29133559835073,67.05105950404601
1,Deaths,64,High-income,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1981,171.18731523147918,175.0057890498618,164.21212878514703
1,Deaths,31,"Central Europe, Eastern Europe, and Central Asia",3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1981,151.54562343412007,154.477153259115,148.3811063725353
1,Deaths,44635,High SDI,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,814.9938166767089,819.3019300938819,810.9340851832292
1,Deaths,44635,High SDI,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,1.4639449916635405,1.7549137623696227,1.2705118556406831
1,Deaths,44590,Four World Regions,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1273.5046399953849,1311.9143310273826,1238.6784338404702
1,Deaths,44590,Four World Regions,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,81.6031643531713,105.53152755094266,63.811000366887555
1,Deaths,44590,Four World Regions,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,78.01481216666696,86.3526986917657,70.75442505163394
1,Deaths,95471,Health System Grouping Levels,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1273.1769614646112,1311.5591745331726,1238.37871847682
1,Deaths,31,"Central Europe, Eastern Europe, and Central Asia",3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1079.6907344040144,1084.7842392066982,1074.5416933535867
1,Deaths,4745,League of Arab States,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1981,76.27111563252035,85.15757929886004,68.82607338056032
1,Deaths,31,"Central Europe, Eastern Europe, and Central Asia",3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,575.5160037218168,588.5154816067551,547.6715680502036
1,Deaths,44590,Four World Regions,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,416.0883569909627,433.25712715136797,390.55065496276757
1,Deaths,44635,High SDI,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,367.30730742279025,379.9523441655028,340.19510656750913
1,Deaths,44534,Commonwealth,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1981,104.25726963373513,111.25650289052277,97.01374400810577
1,Deaths,44635,High SDI,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,29.44459203059195,30.609614171636522,27.24248771591604
1,Deaths,64,High-income,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,355.38114746949526,368.164062040137,327.93280183003435
1,Deaths,44590,Four World Regions,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,152.97775430508977,161.70843560084776,144.80772093643978
1,Deaths,44634,High-middle SDI,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1097.7981313370926,1144.7200297016282,1058.2733267888507
1,Deaths,44634,High-middle SDI,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,487.92291961256205,509.856989437728,456.80003074014655
1,Deaths,95471,Health System Grouping Levels,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,416.03786487624086,433.1999158309836,390.5177001971344
1,Deaths,4745,League of Arab States,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1981,593.5543244317362,635.6254661417254,536.3595853253354
1,Deaths,95471,Health System Grouping Levels,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,81.53864499664685,105.44514874364023,63.76071033286562
1,Deaths,95471,Health System Grouping Levels,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,77.99549780288741,86.32593485351686,70.74060749672704
1,Deaths,4743,European Union,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,26.089020189801968,27.01875513662364,24.46984972239956
1,Deaths,94215,Organization of Islamic Cooperation,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1450.7764615253204,1517.6876798363353,1386.181452607577
1,Deaths,94215,Organization of Islamic Cooperation,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,149.60455451862614,207.43802997384356,101.2308382150112
1,Deaths,44635,High SDI,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,173.86853975154037,177.94558829125896,166.83888164290818
1,Deaths,44636,Low-middle SDI,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1589.3439236604218,1653.2826295893542,1533.0755687905155
1,Deaths,44636,Low-middle SDI,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,241.8627223848926,330.22436528854706,180.77528657761889
1,Deaths,4743,European Union,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,175.4918448559832,179.7642987669204,169.04325758207432
1,Deaths,44636,Low-middle SDI,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,364.26384805651605,391.61190276494494,333.6461322575783
1,Deaths,44534,Commonwealth,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1495.0343651186486,1542.031585111973,1449.2832489667148
1,Deaths,95471,Health System Grouping Levels,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,152.96357841127016,161.68752983862643,144.79809524621862
1,Deaths,4745,League of Arab States,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1421.6516153426385,1488.9554221615988,1353.994627928879
1,Deaths,4745,League of Arab States,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,61.98613510941894,75.29953173032604,49.85608674066966
1,Deaths,44584,OECD Countries,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,38.734236522461146,41.34001775366829,35.87409146279537
1,Deaths,4745,League of Arab States,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,590.3437503806507,633.8792468331056,530.5009474131228
1,Deaths,94215,Organization of Islamic Cooperation,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,94.91256436341415,106.77968274302795,84.69527780800026
1,Deaths,44534,Commonwealth,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,204.63511645524798,279.84673325392714,154.82687580044868
1,Deaths,44534,Commonwealth,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,347.42850537066545,369.3690924179541,321.46316206765556
1,Deaths,4,"Southeast Asia, East Asia, and Oceania",3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1981,59.788421131547274,87.51501387466949,37.41594036336293
1,Deaths,4,"Southeast Asia, East Asia, and Oceania",3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1981,72.73608602309517,81.51156029902698,65.85040195058416
1,Deaths,44636,Low-middle SDI,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,105.22254442752029,117.85538642605925,93.92159970864206
1,Deaths,4,"Southeast Asia, East Asia, and Oceania",3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1981,178.32025557597112,202.6003650782668,157.83603866760708
1,Deaths,4745,League of Arab States,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,89.62438852843961,103.84830902991136,79.545799477749
1,Deaths,44636,Low-middle SDI,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,83.5202649427176,91.26970147701255,75.14520844502906
1,Deaths,166,Sub-Saharan Africa,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,202.7595199701936,287.282828795508,135.4596751876403
1,Deaths,166,Sub-Saharan Africa,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,165.92208870356026,186.3491284037557,145.54175356175904
1,Deaths,44637,Low SDI,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1978.7336281239582,2095.1477980121567,1868.57428560973
1,Deaths,44637,Low SDI,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,260.74463000367723,358.31691533058955,187.3591980214201
